"Year","Team","Players","Position","Base.Salary","Base.Num"
"2017","west Bromwich Albion Fc","Ali Gabr","D",NA,NA
"2017","west Ham United Fc","Javier Chicharito Hernandez","F","7280000",7.28
"2017","west Ham United Fc","Joe Hart","GK","6032000",6.032
"2017","west Ham United Fc","Marko Arnautovic","M","5200000",5.2
"2017","west Ham United Fc","Andy Carroll","F","4680000",4.68
"2017","west Ham United Fc","Jose Fonte","D","3900000",3.9
"2017","west Ham United Fc","Pablo Zabaleta","D","3900000",3.9
"2017","west Ham United Fc","Michail Antonio","M","3640000",3.64
"2017","west Ham United Fc","Manuel Lanzini","M","3640000",3.64
"2017","west Ham United Fc","Angelo Ogbonna","D","3640000",3.64
"2017","west Ham United Fc","Winston Reid","D","3640000",3.64
"2017","west Ham United Fc","Cheikhou Kouyate","M","3120000",3.12
"2017","west Ham United Fc","Pedro Obiang","M","2860000",2.86
"2017","west Ham United Fc","Aaron Cresswell","D","2600000",2.6
"2017","west Ham United Fc","Mark Noble","M","2600000",2.6
"2017","west Ham United Fc","Adrian San Miguel del Castillo","GK","2600000",2.6
"2017","west Ham United Fc","Arthur Masuaku","D","2080000",2.08
"2017","west Ham United Fc","James Collins","D","1820000",1.82
"2017","west Ham United Fc","Sam Byram","D","1560000",1.56
"2017","west Ham United Fc","Edimilson Fernandes","M","1560000",1.56
"2017","west Ham United Fc","Reece Oxford","D","1040000",1.04
"2017","west Ham United Fc","Josh Cullen","M","416000",0.416
"2017","west Ham United Fc","Domingos Quina","M","416000",0.416
"2017","west Ham United Fc","Sead Haksabanovic","M","260000",0.26
"2017","west Ham United Fc","Declan Rice","M","156000",0.156
"2017","west Ham United Fc","Patrice Evra","D",NA,NA
"2017","west Ham United Fc","Nathan Holland","M",NA,NA
"2017","west Ham United Fc","Jordan Hugill","F",NA,NA
"2017","west Ham United Fc","Joao Mario","M",NA,NA
"2017","west Ham United Fc","Toni Martínez","F",NA,NA
"2017","wolverhampton Wanderers Fc","Helder Costa","F","1690000",1.69
"2017","wolverhampton Wanderers Fc","Ivan Cavaleiro","F","1450000",1.45
"2017","wolverhampton Wanderers Fc","Romain Saiss","M","1144000",1.144
"2017","wolverhampton Wanderers Fc","Ryan Bennett","D","1040000",1.04
"2017","wolverhampton Wanderers Fc","Conor Coady","D","780000",0.78
"2017","wolverhampton Wanderers Fc","Matt Doherty","D","520000",0.52
"2017","wolverhampton Wanderers Fc","Morgan Gibbs-White","M","78000",0.078
"2017","wolverhampton Wanderers Fc","Benik Afobe","F",NA,NA
"2017","wolverhampton Wanderers Fc","Danny Batth","D",NA,NA
"2017","wolverhampton Wanderers Fc","Barry Douglas","D",NA,NA
"2017","wolverhampton Wanderers Fc","Bright Enobakhare","F",NA,NA
"2017","wolverhampton Wanderers Fc","Paul Gladon","F",NA,NA
"2017","wolverhampton Wanderers Fc","Jordan Graham","M",NA,NA
"2017","wolverhampton Wanderers Fc","Joe Mason","F",NA,NA
"2017","wolverhampton Wanderers Fc","Rafa Mir","F",NA,NA
"2017","wolverhampton Wanderers Fc","Phil Ofosu-Ayeh","D",NA,NA
"2017","wolverhampton Wanderers Fc","Connor Ronan","M",NA,NA
"2017","wolverhampton Wanderers Fc","Michal Zyro","F",NA,NA
