Year,Team,Players,Position,Base.Salary,Base.Num
2019,west Bromwich Albion Fc,Ahmed Hegazy,D,1378000,1.378
2019,west Bromwich Albion Fc,Kamil Grosicki,F,1300000,1.3
2019,west Bromwich Albion Fc,Matt Phillips,M,1040000,1.04
2019,west Bromwich Albion Fc,Darnell Furlong,D,962000,0.962
2019,west Bromwich Albion Fc,Semi Ajayi,D,858000,0.858
2019,west Bromwich Albion Fc,Kyle Bartley,D,702000,0.702
2019,west Bromwich Albion Fc,Romaine Sawyers,M,650000,0.65
2019,west Bromwich Albion Fc,Conor Townsend,D,598000,0.598
2019,west Bromwich Albion Fc,Sam Field,M,416000,0.416
2019,west Bromwich Albion Fc,Matheus Pereira,F,312000,0.312
2019,west Bromwich Albion Fc,Dara O'Shea,D,208000,0.208
2019,west Bromwich Albion Fc,Grady Diangana,F,104000,0.104
2019,west Bromwich Albion Fc,Josh Griffiths,GK,0,0
2019,west Bromwich Albion Fc,Jonathan Leko,M,0,0
2019,west Bromwich Albion Fc,Kenneth Zohore,F,0,0
2019,west Ham United Fc,David Martin,GK,"800,000",0.8
2019,west Ham United Fc,Lukasz Fabianski,GK,"3,380,000",3.38
2019,west Ham United Fc,Sebastien Haller,F,6000000,6
2019,west Ham United Fc,Andriy Yarmolenko,F,5980000,5.98
2019,west Ham United Fc,Jack Wilshere,M,5200000,5.2
2019,west Ham United Fc,Jared Bowen,F,5000000,5
2019,west Ham United Fc,Felipe Anderson,M,4420000,4.42
2019,west Ham United Fc,Pablo Zabaleta,D,3900000,3.9
2019,west Ham United Fc,Michail Antonio,M,3640000,3.64
2019,west Ham United Fc,Manuel Lanzini,M,3640000,3.64
2019,west Ham United Fc,Angelo Ogbonna,D,3640000,3.64
2019,west Ham United Fc,Pablo Fornals,M,3500000,3.5
2019,west Ham United Fc,Issa Diop,D,3484000,3.484
2019,west Ham United Fc,Aaron Cresswell,D,2600000,2.6
2019,west Ham United Fc,Mark Noble,M,2600000,2.6
2019,west Ham United Fc,Carlos Sanchez,M,2600000,2.6
2019,west Ham United Fc,Darren Randolph,GK,2100000,2.1
2019,west Ham United Fc,Fabian Balbuena,D,2080000,2.08
2019,west Ham United Fc,Ryan Fredericks,M,2080000,2.08
2019,west Ham United Fc,Arthur Masuaku,D,2080000,2.08
2019,west Ham United Fc,Robert Snodgrass,M,2080000,2.08
2019,west Ham United Fc,Goncalo Cardoso,D,1200000,1.2
2019,west Ham United Fc,Sead Haksabanovic,M,260000,0.26
2019,west Ham United Fc,Declan Rice,D,156000,0.156
2019,west Ham United Fc,Oladapo Afolayan,F,0,0
2019,west Ham United Fc,Albian Ajeti,F,0,0
2019,west Ham United Fc,Roberto Jiménez Gago,GK,0,0
2019,wolverhampton Wanderers Fc,Rui Patrício,GK,"5,200,000",5.2
2019,wolverhampton Wanderers Fc,Jose Moutinho,M,5200000,5.2
2019,wolverhampton Wanderers Fc,Leander Dendoncker,M,4680000,4.68
2019,wolverhampton Wanderers Fc,Willy Boly,D,3500000,3.5
2019,wolverhampton Wanderers Fc,Patrick Cutrone,F,3272000,3.272
2019,wolverhampton Wanderers Fc,Daniel Podence,F,3120000,3.12
2019,wolverhampton Wanderers Fc,Conor Coady,D,2860000,2.86
2019,wolverhampton Wanderers Fc,Pedro Neto,F,2600000,2.6
2019,wolverhampton Wanderers Fc,Ruben Neves,M,2600000,2.6
2019,wolverhampton Wanderers Fc,Diogo Jota,F,2340000,2.34
2019,wolverhampton Wanderers Fc,Adama Traore,M,2236000,2.236
2019,wolverhampton Wanderers Fc,Raul Jimenez,F,2144000,2.144
2019,wolverhampton Wanderers Fc,Oskar Buur,D,2000000,2
2019,wolverhampton Wanderers Fc,Jonny Castro,D,1907000,1.907
2019,wolverhampton Wanderers Fc,Ruben Vinagre,D,1560000,1.56
2019,wolverhampton Wanderers Fc,Romain Saiss,M,1144000,1.144
2019,wolverhampton Wanderers Fc,Leonardo Campana,F,1040000,1.04
2019,wolverhampton Wanderers Fc,Max Kilman,D,900000,0.9
2019,wolverhampton Wanderers Fc,Matt Doherty,D,520000,0.52
2019,wolverhampton Wanderers Fc,Morgan Gibbs-White,M,78000,0.078
2019,wolverhampton Wanderers Fc,Bruno Jordao,M,0,0
2019,wolverhampton Wanderers Fc,Phil Ofosu-Ayeh,D,0,0
2019,wolverhampton Wanderers Fc,Connor Ronan,M,0,0
2019,wolverhampton Wanderers Fc,Jesus Vallejo,D,0,0
