,year,player,squad,position,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90
342,2019,Eddie Nketiah,Arsenal,FW,20,13,7,633,2,0,0,0,0,1,0.28,0.28,0.28,0.28
343,2019,Mark Noble,West Ham,MF,32,33,32,"2,674",4,3,3,3,5,0,0.13,0.24,0.03,0.13
344,2019,Oliver Norwood,Sheffield Utd,MF,28,38,37,"3,090",1,1,1,1,8,0,0.03,0.06,0.00,0.03
345,2019,Ørjan Nyland,Aston Villa,GK,28,7,5,539,0,0,0,0,0,0,0.00,0.00,0.00,0.00
346,2019,Jack O'Connell,Sheffield Utd,DF,25,33,32,"2,916",0,1,0,0,4,0,0.00,0.03,0.00,0.03
347,2019,Michael Obafemi,Southampton,FW,19,21,8,665,3,2,0,0,1,0,0.41,0.68,0.41,0.68
348,2019,Angelo Ogbonna,West Ham,DF,31,31,31,"2,786",2,0,0,0,4,0,0.06,0.06,0.06,0.06
349,2019,Divock Origi,Liverpool,FW,24,28,7,717,4,1,0,0,1,0,0.50,0.63,0.50,0.63
350,2019,Ben Osborn,Sheffield Utd,"MF,DF",24,13,6,594,0,0,0,0,0,0,0.00,0.00,0.00,0.00
351,2019,Nicolás Otamendi,Manchester City,DF,31,24,18,"1,715",2,0,0,0,3,0,0.10,0.10,0.10,0.10
352,2019,Alex Oxlade-Chamberlain,Liverpool,"MF,FW",25,30,17,"1,485",4,1,0,0,1,0,0.24,0.30,0.24,0.30
353,2019,Mesut Özil,Arsenal,MF,30,18,18,"1,438",1,2,0,0,1,0,0.06,0.19,0.06,0.19
354,2019,Emerson Palmieri,Chelsea,DF,24,15,13,"1,024",0,0,0,0,3,0,0.00,0.00,0.00,0.00
355,2019,Sokratis Papastathopoulos,Arsenal,DF,31,19,19,"1,696",2,0,0,0,6,0,0.11,0.11,0.11,0.11
356,2019,Troy Parrott,Tottenham,MF,17,2,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00
357,2019,Rui Patrício,Wolves,GK,31,38,38,"3,420",0,0,0,0,0,0,0.00,0.00,0.00,0.00
358,2019,Pedro,Chelsea,FW,32,11,8,661,1,1,0,0,1,0,0.14,0.27,0.14,0.27
359,2019,João Pedro,Watford,"FW,MF",17,3,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00
360,2019,Nicolas Pépé,Arsenal,FW,24,31,22,"2,010",5,6,1,1,4,0,0.22,0.49,0.18,0.45
361,2019,Andreas Pereira,Manchester Utd,"MF,FW",23,25,18,"1,484",1,3,0,0,3,0,0.06,0.24,0.06,0.24
362,2019,Ricardo Pereira,Leicester City,DF,25,28,28,"2,520",3,2,0,0,1,0,0.11,0.18,0.11,0.18
363,2019,Roberto Pereyra,Watford,"FW,MF",28,28,17,"1,648",3,0,1,1,4,0,0.16,0.16,0.11,0.11
364,2019,Ayoze Pérez,Leicester City,"MF,FW",26,33,26,"2,004",8,4,1,1,0,0,0.36,0.54,0.31,0.49
365,2019,Jordan Pickford,Everton,GK,25,38,38,"3,420",0,0,0,0,2,0,0.00,0.00,0.00,0.00
366,2019,Brandon Pierrick,Crystal Palace,"DF,FW",17,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00
367,2019,Erik Pieters,Burnley,"DF,MF",30,24,21,"1,878",0,4,0,0,2,0,0.00,0.19,0.00,0.19
368,2019,Daniel Podence,Wolves,"FW,MF",23,9,3,289,1,0,0,0,0,0,0.31,0.31,0.31,0.31
369,2019,Paul Pogba,Manchester Utd,MF,26,16,13,"1,204",1,3,0,1,1,0,0.07,0.30,0.07,0.30
370,2019,Nick Pope,Burnley,GK,27,38,38,"3,420",0,0,0,0,1,0,0.00,0.00,0.00,0.00
371,2019,Dennis Praet,Leicester City,MF,25,27,12,"1,134",1,2,0,0,2,0,0.08,0.24,0.08,0.24
372,2019,Sebastian Prödl,Watford,DF,32,1,1,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00
373,2019,Davy Pröpper,Brighton,MF,27,35,32,"2,829",1,2,0,0,4,0,0.03,0.10,0.03,0.10
374,2019,Teemu Pukki,Norwich City,FW,29,36,33,"2,886",11,3,2,2,3,0,0.34,0.44,0.28,0.37
375,2019,Christian Pulisic,Chelsea,FW,20,25,19,"1,722",9,4,0,0,0,0,0.47,0.68,0.47,0.68
376,2019,Ignacio Pussetto,Watford,"FW,DF",23,7,0,74,0,0,0,0,1,0,0.00,0.00,0.00,0.00
377,2019,Domingos Quina,Watford,MF,19,4,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00
378,2019,Aaron Ramsdale,Bournemouth,GK,21,37,37,"3,330",0,1,0,0,0,0,0.00,0.03,0.00,0.03
379,2019,Darren Randolph,West Ham,GK,32,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00
380,2019,Marcus Rashford,Manchester Utd,FW,21,31,31,"2,643",17,7,6,8,3,0,0.58,0.82,0.37,0.61
381,2019,Nathan Redmond,Southampton,"MF,FW",25,32,32,"2,762",4,4,0,0,2,0,0.13,0.26,0.13,0.26
382,2019,Pepe Reina,Aston Villa,GK,36,12,12,"1,080",0,0,0,0,1,0,0.00,0.00,0.00,0.00
383,2019,Declan Rice,West Ham,MF,20,38,38,"3,420",1,3,0,0,6,0,0.03,0.11,0.03,0.11
384,2019,Richarlison,Everton,FW,22,36,36,"3,070",13,3,0,0,8,0,0.38,0.47,0.38,0.47
385,2019,Diego Rico,Bournemouth,DF,26,27,27,"2,332",0,4,0,0,6,0,0.00,0.15,0.00,0.15
386,2019,Jaïro Riedewald,Crystal Palace,"DF,MF",22,17,7,769,0,0,0,0,0,0,0.00,0.00,0.00,0.00
387,2019,Matt Ritchie,Newcastle Utd,"DF,MF",29,18,14,"1,315",2,1,0,1,4,0,0.14,0.21,0.14,0.21
388,2019,Roberto,West Ham,GK,33,8,7,687,0,0,0,0,0,0,0.00,0.00,0.00,0.00
389,2019,Patrick Roberts,Norwich City,"MF,FW",22,3,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00
390,2019,Andrew Robertson,Liverpool,DF,25,36,34,"3,111",2,12,0,0,2,0,0.06,0.41,0.06,0.41
391,2019,Callum Robinson,Sheffield Utd,FW,24,16,9,676,1,1,0,0,1,0,0.13,0.27,0.13,0.27
392,2019,Jack Robinson,Sheffield Utd,DF,25,6,6,504,0,0,0,0,0,0,0.00,0.00,0.00,0.00
393,2019,Rodri,Manchester City,MF,23,35,29,"2,486",3,2,0,0,8,0,0.11,0.18,0.11,0.18
394,2019,Jay Rodriguez,Burnley,FW,30,36,20,"2,016",8,1,1,1,1,0,0.36,0.40,0.31,0.36
395,2019,Jack Rodwell,Sheffield Utd,MF,28,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00
396,2019,Marcos Rojo,Manchester Utd,DF,29,3,1,122,0,0,0,0,1,0,0.00,0.00,0.00,0.00
397,2019,Oriol Romeu,Southampton,MF,27,30,20,"1,860",0,0,0,0,5,0,0.00,0.00,0.00,0.00
398,2019,Danny Rose,Tottenham,DF,29,12,10,893,0,0,0,0,5,0,0.00,0.00,0.00,0.00
399,2019,Danny Rose,Newcastle Utd,DF,29,11,10,863,0,0,0,0,2,0,0.00,0.00,0.00,0.00
400,2019,Antonio Rüdiger,Chelsea,DF,26,20,19,"1,710",2,0,0,0,3,0,0.11,0.11,0.11,0.11
401,2019,Lukas Rupp,Norwich City,"FW,MF",28,12,8,695,0,0,0,0,1,0,0.00,0.00,0.00,0.00
402,2019,Mathew Ryan,Brighton,GK,27,38,38,"3,420",0,0,0,0,0,0,0.00,0.00,0.00,0.00
403,2019,Allan Saint-Maximin,Newcastle Utd,"MF,FW",22,26,23,"1,863",3,4,0,0,0,0,0.14,0.34,0.14,0.34
404,2019,Romain Saïss,Wolves,DF,29,33,31,"2,705",2,1,0,0,12,1,0.07,0.10,0.07,0.10
405,2019,Bukayo Saka,Arsenal,"DF,FW",17,26,19,"1,753",1,5,0,0,6,0,0.05,0.31,0.05,0.31
406,2019,Mamadou Sakho,Crystal Palace,DF,29,14,11,931,0,0,0,0,1,1,0.00,0.00,0.00,0.00
407,2019,Mohamed Salah,Liverpool,FW,27,34,33,"2,876",19,10,3,3,1,0,0.59,0.91,0.50,0.81
408,2019,Mbwana Samatta,Aston Villa,FW,26,14,11,943,1,0,0,0,1,0,0.10,0.10,0.10,0.10
409,2019,Carlos Sánchez,West Ham,"MF,DF",33,6,1,117,0,0,0,0,0,0,0.00,0.00,0.00,0.00
410,2019,Davinson Sánchez,Tottenham,DF,23,29,27,"2,431",0,0,0,0,6,0,0.00,0.00,0.00,0.00
411,2019,Leroy Sané,Manchester City,FW,23,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00
412,2019,Ismaila Sarr,Watford,"FW,MF",21,28,22,"2,028",5,4,0,0,1,0,0.22,0.40,0.22,0.40
413,2019,Fabian Schär,Newcastle Utd,"DF,MF",27,22,18,"1,672",2,0,0,0,5,0,0.11,0.11,0.11,0.11
414,2019,Ezequiel Schelotto,Brighton,DF,30,8,4,361,0,0,0,0,2,0,0.00,0.00,0.00,0.00
415,2019,Jeffrey Schlupp,Crystal Palace,"MF,DF",26,17,11,"1,036",3,1,0,0,2,0,0.26,0.35,0.26,0.35
416,2019,Kasper Schmeichel,Leicester City,GK,32,38,38,"3,420",0,0,0,0,2,0,0.00,0.00,0.00,0.00
417,2019,Morgan Schneiderlin,Everton,MF,29,15,12,"1,001",0,0,0,0,6,1,0.00,0.00,0.00,0.00
418,2019,Ryan Sessegnon,Tottenham,DF,19,6,4,342,0,0,0,0,0,0,0.00,0.00,0.00,0.00
419,2019,Xherdan Shaqiri,Liverpool,FW,27,7,2,185,1,0,0,0,0,0,0.49,0.49,0.49,0.49
420,2019,Billy Sharp,Sheffield Utd,FW,33,25,10,"1,051",3,2,0,0,1,1,0.26,0.43,0.26,0.43
421,2019,Luke Shaw,Manchester Utd,DF,24,24,20,"1,733",0,0,0,0,7,0,0.00,0.00,0.00,0.00
422,2019,Jonjo Shelvey,Newcastle Utd,MF,27,26,25,"2,119",6,2,0,0,3,0,0.25,0.34,0.25,0.34
423,2019,Djibril Sidibé,Everton,DF,27,25,18,"1,824",0,4,0,0,3,0,0.00,0.20,0.00,0.20
424,2019,Gylfi Sigurðsson,Everton,MF,29,35,28,"2,560",2,3,1,1,3,0,0.07,0.18,0.04,0.14
425,2019,Bernardo Silva,Manchester City,"FW,MF",24,34,23,"2,030",6,7,0,0,5,0,0.27,0.58,0.27,0.58
426,2019,David Silva,Manchester City,MF,33,27,22,"1,826",6,10,0,0,0,0,0.30,0.79,0.30,0.79
427,2019,Jack Simpson,Bournemouth,DF,22,4,1,241,0,0,0,0,0,0,0.00,0.00,0.00,0.00
428,2019,Moussa Sissoko,Tottenham,MF,29,29,28,"2,452",2,1,0,0,8,0,0.07,0.11,0.07,0.11
429,2019,Oliver Skipp,Tottenham,"MF,DF",18,7,1,77,0,0,0,0,0,0,0.00,0.00,0.00,0.00
430,2019,William Smallbone,Southampton,MF,19,9,4,393,0,2,0,0,0,0,0.00,0.46,0.00,0.46
431,2019,Adam Smith,Bournemouth,DF,28,24,24,"2,055",0,1,0,0,7,0,0.00,0.04,0.00,0.04
432,2019,Emile Smith-Rowe,Arsenal,MF,19,2,1,97,0,0,0,0,0,0,0.00,0.00,0.00,0.00
433,2019,Robert Snodgrass,West Ham,"MF,FW",31,24,17,"1,509",5,5,0,0,4,0,0.30,0.60,0.30,0.60
434,2019,Cédric Soares,Southampton,DF,27,16,16,"1,306",0,1,0,0,1,0,0.00,0.07,0.00,0.07
435,2019,Cédric Soares,Arsenal,DF,27,5,3,249,1,0,0,0,0,0,0.36,0.36,0.36,0.36
436,2019,Dominic Solanke,Bournemouth,"FW,MF",21,32,17,"1,651",3,1,0,0,1,0,0.16,0.22,0.16,0.22
437,2019,Tomáš Souček,West Ham,MF,24,13,12,"1,040",3,0,0,0,0,0,0.26,0.26,0.26,0.26
438,2019,Çağlar Söyüncü,Leicester City,DF,23,34,34,"3,036",1,1,0,0,4,1,0.03,0.06,0.03,0.06
439,2019,Dennis Srbeny,Norwich City,"MF,FW",25,8,0,47,1,0,0,0,0,0,1.91,1.91,1.91,1.91
440,2019,Jack Stacey,Bournemouth,DF,23,19,17,"1,549",0,2,0,0,2,0,0.00,0.12,0.00,0.12
441,2019,Junior Stanislas,Bournemouth,"MF,DF",29,15,7,712,3,0,1,1,1,0,0.38,0.38,0.25,0.25
442,2019,Jed Steer,Aston Villa,GK,26,1,1,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00
443,2019,Dale Stephens,Brighton,MF,30,33,28,"2,530",0,1,0,0,8,0,0.00,0.04,0.00,0.04
444,2019,Jack Stephens,Southampton,DF,25,28,27,"2,451",1,3,0,0,4,1,0.04,0.15,0.04,0.15
445,2019,Raheem Sterling,Manchester City,FW,24,33,30,"2,651",20,1,0,2,5,0,0.68,0.71,0.68,0.71
446,2019,Enda Stevens,Sheffield Utd,DF,29,38,38,"3,345",2,4,0,0,7,0,0.05,0.16,0.05,0.16
447,2019,Marco Stiepermann,Norwich City,MF,28,24,14,"1,180",0,0,0,0,6,0,0.00,0.00,0.00,0.00
448,2019,John Stones,Manchester City,DF,25,16,12,"1,122",0,0,0,0,0,0,0.00,0.00,0.00,0.00
449,2019,Isaac Success,Watford,"FW,MF",23,5,0,70,0,0,0,0,1,0,0.00,0.00,0.00,0.00
450,2019,Ki Sung-yueng,Newcastle Utd,MF,30,3,1,137,0,0,0,0,0,0,0.00,0.00,0.00,0.00
451,2019,Andrew Surman,Bournemouth,MF,32,5,2,235,0,0,0,0,1,0,0.00,0.00,0.00,0.00
452,2019,Sam Surridge,Bournemouth,FW,21,4,0,27,0,0,0,0,0,0,0.00,0.00,0.00,0.00
453,2019,Japhet Tanganga,Tottenham,DF,20,6,6,525,0,0,0,0,1,0,0.00,0.00,0.00,0.00
454,2019,Matt Targett,Aston Villa,DF,23,28,27,"2,291",1,2,0,0,4,0,0.04,0.12,0.04,0.12
455,2019,James Tarkowski,Burnley,DF,26,38,38,"3,420",2,2,0,0,10,0,0.05,0.11,0.05,0.11
456,2019,Charlie Taylor,Burnley,DF,25,24,22,"1,945",0,1,0,0,3,0,0.00,0.05,0.00,0.05
457,2019,Neil Taylor,Aston Villa,DF,30,14,11,"1,091",0,0,0,0,2,0,0.00,0.00,0.00,0.00
458,2019,Nathan Tella,Southampton,FW,20,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00
459,2019,Alexander Tettey,Norwich City,"MF,DF",33,30,28,"2,338",1,1,0,0,5,0,0.04,0.08,0.04,0.08
460,2019,Jordan Thomas,Norwich City,FW,18,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00
461,2019,Luke Thomas,Leicester City,DF,18,3,3,267,0,1,0,0,0,0,0.00,0.34,0.00,0.34
462,2019,Max Thompson,Burnley,FW,17,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00
463,2019,Youri Tielemans,Leicester City,MF,22,37,32,"2,828",3,6,0,0,2,0,0.10,0.29,0.10,0.29
464,2019,Kieran Tierney,Arsenal,DF,22,15,12,989,1,1,0,0,2,0,0.09,0.18,0.09,0.18
465,2019,James Tomkins,Crystal Palace,DF,30,18,18,"1,582",1,1,0,0,5,0,0.06,0.11,0.06,0.11
466,2019,Fikayo Tomori,Chelsea,DF,21,15,15,"1,291",1,0,0,0,3,0,0.07,0.07,0.07,0.07
467,2019,Lucas Torreira,Arsenal,MF,23,29,17,"1,512",1,1,0,0,7,0,0.06,0.12,0.06,0.12
468,2019,Cenk Tosun,Crystal Palace,FW,28,5,2,177,1,0,0,0,0,0,0.51,0.51,0.51,0.51
469,2019,Cenk Tosun,Everton,FW,28,5,2,291,1,0,0,0,0,0,0.31,0.31,0.31,0.31
470,2019,Andros Townsend,Crystal Palace,MF,28,24,14,"1,294",1,1,0,0,0,0,0.07,0.14,0.07,0.14
471,2019,Adama Traoré,Wolves,"FW,MF",23,37,27,"2,605",4,9,0,0,1,0,0.14,0.45,0.14,0.45
472,2019,Mark Travers,Bournemouth,GK,20,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00
473,2019,Trézéguet,Aston Villa,"FW,MF",24,34,20,"1,950",6,1,0,0,4,1,0.28,0.32,0.28,0.32
474,2019,Leandro Trossard,Brighton,"FW,MF",24,31,22,"2,011",5,3,0,0,0,0,0.22,0.36,0.22,0.36
475,2019,Tom Trybull,Norwich City,MF,26,16,14,"1,130",0,0,0,0,2,0,0.00,0.00,0.00,0.00
476,2019,Axel Tuanzebe,Manchester Utd,DF,21,5,2,189,0,0,0,0,0,0,0.00,0.00,0.00,0.00
477,2019,Yan Valery,Southampton,DF,20,11,10,779,0,0,0,0,1,0,0.00,0.00,0.00,0.00
478,2019,Jesús Vallejo,Wolves,DF,22,2,1,163,0,0,0,0,1,0,0.00,0.00,0.00,0.00
479,2019,Jamie Vardy,Leicester City,FW,32,35,34,"3,033",23,5,4,5,2,0,0.68,0.83,0.56,0.71
480,2019,Indiana Vassilev,Aston Villa,"FW,MF",18,4,0,51,0,0,0,0,0,0,0.00,0.00,0.00,0.00
481,2019,Jan Vertonghen,Tottenham,DF,32,23,19,"1,645",1,1,0,0,2,0,0.05,0.11,0.05,0.11
482,2019,Jannik Vestergaard,Southampton,DF,26,19,17,"1,497",1,0,0,0,3,0,0.06,0.06,0.06,0.06
483,2019,Rúben Vinagre,Wolves,DF,20,16,6,652,0,0,0,0,1,0,0.00,0.00,0.00,0.00
484,2019,Jake Vokins,Southampton,DF,19,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00
485,2019,Mario Vrančić,Norwich City,MF,30,20,6,636,1,0,0,0,3,0,0.14,0.14,0.14,0.14
486,2019,Matěj Vydra,Burnley,FW,27,19,7,819,2,1,0,0,0,0,0.22,0.33,0.22,0.33
487,2019,Theo Walcott,Everton,"MF,FW",30,25,17,"1,287",2,3,0,0,1,0,0.14,0.35,0.14,0.35
488,2019,Kyle Walker,Manchester City,DF,29,29,28,"2,392",1,4,0,0,5,0,0.04,0.19,0.04,0.19
489,2019,Kyle Walker-Peters,Southampton,DF,22,10,7,703,0,0,0,0,1,0,0.00,0.00,0.00,0.00
490,2019,Kyle Walker-Peters,Tottenham,DF,22,3,3,241,0,0,0,0,0,0,0.00,0.00,0.00,0.00
491,2019,Aaron Wan-Bissaka,Manchester Utd,DF,21,35,34,"3,070",0,4,0,0,8,0,0.00,0.12,0.00,0.12
492,2019,Victor Wanyama,Tottenham,MF,28,2,0,25,0,0,0,0,1,0,0.00,0.00,0.00,0.00
493,2019,Joel Ward,Crystal Palace,DF,29,29,27,"2,382",0,0,0,0,4,0,0.00,0.00,0.00,0.00
494,2019,James Ward-Prowse,Southampton,"MF,DF",24,38,38,"3,420",5,3,1,3,9,0,0.13,0.21,0.11,0.18
495,2019,Kelland Watts,Newcastle Utd,DF,19,1,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00
496,2019,Adam Webster,Brighton,DF,24,31,31,"2,668",3,1,0,0,4,0,0.10,0.13,0.10,0.13
497,2019,Danny Welbeck,Watford,"FW,MF",28,18,8,822,2,0,0,0,0,0,0.22,0.22,0.22,0.22
498,2019,Ashley Westwood,Burnley,MF,29,35,35,"3,150",2,6,0,0,9,0,0.06,0.23,0.06,0.23
499,2019,Connor Wickham,Crystal Palace,"FW,MF",26,6,0,96,1,1,0,0,0,0,0.94,1.87,0.94,1.87
500,2019,Georginio Wijnaldum,Liverpool,MF,28,37,35,"2,935",4,0,0,0,0,0,0.12,0.12,0.12,0.12
501,2019,Jetro Willems,Newcastle Utd,DF,25,19,18,"1,493",2,2,0,0,0,0,0.12,0.24,0.12,0.24
502,2019,Brandon Williams,Manchester Utd,DF,18,17,11,"1,006",1,0,0,0,6,0,0.09,0.09,0.09,0.09
503,2019,Neco Williams,Liverpool,DF,18,6,3,230,0,0,0,0,1,0,0.00,0.00,0.00,0.00
504,2019,Willian,Chelsea,FW,30,36,29,"2,600",9,7,4,4,4,0,0.31,0.55,0.17,0.42
505,2019,Joe Willock,Arsenal,"MF,FW",19,29,8,857,1,1,0,0,2,0,0.11,0.21,0.11,0.21
506,2019,Jack Wilshere,West Ham,MF,27,8,2,215,0,0,0,0,0,0,0.00,0.00,0.00,0.00
507,2019,Callum Wilson,Bournemouth,FW,27,35,32,"2,908",8,1,0,0,10,0,0.25,0.28,0.25,0.28
508,2019,Harry Wilson,Bournemouth,"MF,FW",22,31,20,"1,646",7,0,0,0,2,0,0.38,0.38,0.38,0.38
509,2019,Harry Winks,Tottenham,MF,23,31,26,"2,221",0,0,0,0,9,0,0.00,0.00,0.00,0.00
510,2019,Chris Wood,Burnley,FW,27,32,29,"2,437",14,1,1,1,1,0,0.52,0.55,0.48,0.52
511,2019,Granit Xhaka,Arsenal,MF,26,31,30,"2,586",1,2,0,0,10,0,0.03,0.10,0.03,0.10
512,2019,Andriy Yarmolenko,West Ham,"MF,FW",29,23,10,991,5,1,0,0,2,0,0.45,0.54,0.45,0.54
513,2019,DeAndre Yedlin,Newcastle Utd,DF,26,16,10,938,1,0,0,0,3,0,0.10,0.10,0.10,0.10
514,2019,Maya Yoshida,Southampton,DF,30,8,6,560,0,0,0,0,1,0,0.00,0.00,0.00,0.00
515,2019,Ashley Young,Manchester Utd,DF,34,12,10,955,0,0,0,0,5,0,0.00,0.00,0.00,0.00
516,2019,Pablo Zabaleta,West Ham,DF,34,10,6,592,0,0,0,0,2,0,0.00,0.00,0.00,0.00
517,2019,Wilfried Zaha,Crystal Palace,"MF,FW",26,38,37,"3,280",4,3,0,0,5,0,0.11,0.19,0.11,0.19
518,2019,Christoph Zimmermann,Norwich City,DF,26,17,16,"1,430",0,1,0,0,3,0,0.00,0.06,0.00,0.06
519,2019,Oleksandr Zinchenko,Manchester City,DF,22,19,13,"1,276",0,0,0,0,2,1,0.00,0.00,0.00,0.00
520,2019,Richairo Živković,Sheffield Utd,FW,22,5,0,112,0,0,0,0,0,0,0.00,0.00,0.00,0.00
521,2019,Kurt Zouma,Chelsea,DF,24,28,25,"2,344",0,0,0,0,6,0,0.00,0.00,0.00,0.00
